,Asset 1,Asset 2,p-value,Start Time,End Time,Train Days,Test Days,Train Wallet,Test Wallet,Parameters,Train Sharpe Ratio,Test Sharpe Ratio,Backtesting_Period
6,DASHUSDT,JSTUSDT,1.528002749710061e-10,1732060799999,1745020799999,150,50,13013.497975779313,10899.855057266665,"[2.0, 10]",0.0705149505363489,0.23488115223910283,4
7,1000CATUSDT,ZENUSDT,1.5929388209099895e-10,1732060799999,1745020799999,150,50,12431.955289019314,9329.21922464171,"[2.0, 10]",0.09469043146356715,-0.1180400042264001,4
8,ANIMEUSDT,SKLUSDT,1.6598433502783376e-10,1732060799999,1745020799999,150,50,9667.370121288275,10472.265690896693,"[2.0, 30]",0.038858824137450225,0.05193020095102826,4
9,KSMUSDT,OGNUSDT,2.2081543784314343e-10,1732060799999,1745020799999,150,50,12316.54158595501,10355.453240051125,"[2.0, 80]",0.09673933021157988,0.041908080681412954,4
10,TRUMPUSDT,VTHOUSDT,2.3120534809439506e-10,1732060799999,1745020799999,150,50,8093.853373862817,10120.218200365412,"[2.0, 20]",0.060425560149991515,0.01627188476762017,4
11,1MBABYDOGEUSDT,ACXUSDT,2.314221327071035e-10,1732060799999,1745020799999,150,50,10173.005651089201,9930.437076355896,"[2.0, 40]",-0.023176648553688187,-0.01748972832419376,4
12,KSMUSDT,MAVUSDT,5.86360168881256e-10,1732060799999,1745020799999,150,50,14173.444686891502,10019.332421741663,"[2.0, 60]",0.13243095962438614,0.00031008902043419,4
13,BAKEUSDT,JUVUSDT,6.427521678729937e-10,1732060799999,1745020799999,150,50,17880.543302728078,9943.446457794886,"[2.0, 100]",0.10708215597555631,-0.3252408295982958,4
14,FLOKIUSDT,SANDUSDT,1.3970931173240608e-9,1732060799999,1745020799999,150,50,15692.174156968566,10000,"[2.0, 100]",0.08478174914966928,-Infinity,4
15,GMTUSDT,SCRTUSDT,2.320744190500073e-9,1732060799999,1745020799999,150,50,14773.035156493337,10773.677082482376,"[2.0, 10]",0.08887371164464945,0.25602839535148825,4
16,MEUSDT,PIVXUSDT,4.8798698500313315e-9,1732060799999,1745020799999,150,50,10743.3667766938,11347.090541782794,"[2.0, 40]",0.0693884742666075,0.3394104548560831,4
17,BSWUSDT,VOXELUSDT,4.982465236426316e-9,1732060799999,1745020799999,150,50,12818.23842225828,14497.473480265813,"[2.0, 80]",0.11047172409366245,0.15423642577932795,4
18,TRUMPUSDT,YFIUSDT,6.092830648704543e-9,1732060799999,1745020799999,150,50,10658.698449576019,8653.693056401618,"[2.0, 20]",0.020562554802711415,-0.07453130858317299,4
19,ACEUSDT,KSMUSDT,7.977421327972732e-9,1732060799999,1745020799999,150,50,11482.276684044267,9982.082495683613,"[2.0, 10]",0.1124208446434517,-0.0011352292979245355,4
20,DOTUSDT,TRUUSDT,1.0132254091677578e-8,1732060799999,1745020799999,150,50,11645.174072353599,10082.491417549885,"[2.0, 10]",0.08180418141658878,0.04930808817426649,4
21,SANDUSDT,ZRXUSDT,1.1613543133556789e-8,1732060799999,1745020799999,150,50,12631.64382868195,9777.309918888834,"[2.0, 10]",0.036094666851541,-0.18479610502029992,4
22,DOGEUSDT,XLMUSDT,1.1700432568674446e-8,1732060799999,1745020799999,150,50,11433.104807960042,9652.830712050383,"[2.0, 70]",0.09208775637529582,-0.06078211374991829,4
23,ALPHAUSDT,KSMUSDT,1.3818672444953355e-8,1732060799999,1745020799999,150,50,11781.228127709037,10529.348416891164,"[2.0, 10]",0.10475380651726954,0.06264599231452113,4
24,LAZIOUSDT,MEUSDT,1.4920898353195357e-8,1732060799999,1745020799999,150,50,15965.331002468369,9607.946451862077,"[2.0, 10]",0.14218569364066852,-0.0745906817610595,4
25,ARKMUSDT,DOTUSDT,1.8964321448846458e-8,1732060799999,1745020799999,150,50,11577.167165611285,10732.501293344349,"[2.0, 10]",0.07889957473093649,0.2922895587752895,4
26,JSTUSDT,SANDUSDT,2.420487630388201e-8,1732060799999,1745020799999,150,50,12379.41882389312,10521.786968585227,"[2.0, 10]",0.05140643186721866,0.05519688853151963,4
27,DOTUSDT,RDNTUSDT,3.2973853171243934e-8,1732060799999,1745020799999,150,50,10327.700298551305,9998.893670039182,"[2.0, 10]",0.0864645685663142,-0.007091244848639782,4
28,BOMEUSDT,ONEUSDT,3.588171360063165e-8,1732060799999,1745020799999,150,50,9293.628123347842,8119.498168696813,"[2.0, 60]",-0.03251248049451059,-0.13963665370918887,4
29,PENGUUSDT,ZENUSDT,3.7401766534854605e-8,1732060799999,1745020799999,150,50,11615.455248775717,6521.005581819297,"[2.0, 30]",0.04449823073625717,-0.2297602033229108,4
30,DASHUSDT,SUNUSDT,4.449562632360736e-8,1732060799999,1745020799999,150,50,13902.265712823282,10401.254945337865,"[2.0, 10]",0.08251128644284052,0.1682390389408992,4
31,LAZIOUSDT,MOVRUSDT,4.856417440934607e-8,1732060799999,1745020799999,150,50,12130.45801926836,10000,"[2.0, 130]",0.12654521360839963,-Infinity,4
32,CELOUSDT,DOTUSDT,5.288954053941277e-8,1732060799999,1745020799999,150,50,10212.507812752947,10058.423269458532,"[2.0, 20]",0.07829474181503852,0.004225113294392052,4
33,MANAUSDT,ZRXUSDT,5.2969451908133316e-8,1732060799999,1745020799999,150,50,13524.984258638538,10000,"[2.0, 130]",0.06840448655837471,-Infinity,4
34,IQUSDT,TFUELUSDT,6.039472862155696e-8,1732060799999,1745020799999,150,50,12937.878752779883,10846.028316514321,"[2.0, 40]",0.13234300890903727,0.1608436311141527,4
35,JUVUSDT,XVSUSDT,6.159150271588408e-8,1732060799999,1745020799999,150,50,15518.209108263189,10099.489315039245,"[2.0, 70]",0.14946992438001747,0.013808552684515025,4
36,CHRUSDT,TLMUSDT,6.513770746557037e-8,1732060799999,1745020799999,150,50,11779.151498981875,9755.060270987597,"[2.0, 20]",0.19086254095138797,-0.08480124532524871,4
37,BOMEUSDT,SCRTUSDT,7.288411252152003e-8,1732060799999,1745020799999,150,50,11443.60712050571,8134.395947659676,"[2.0, 60]",0.025511463255898283,-0.1079701490932371,4
38,ICPUSDT,UMAUSDT,7.475217216997424e-8,1732060799999,1745020799999,150,50,10836.996377435285,10098.878838317209,"[2.0, 10]",0.14521835683991727,0.024887371366917658,4
39,BTTCUSDT,TFUELUSDT,8.237986845408212e-8,1732060799999,1745020799999,150,50,12736.38839520548,10642.935147955486,"[2.0, 40]",0.16183792121122778,0.25361568903465287,4
40,STEEMUSDT,STGUSDT,8.748583880894714e-8,1732060799999,1745020799999,150,50,15973.971868721484,10141.728801991694,"[2.0, 10]",0.147737922129293,0.08780801899821847,4
41,LSKUSDT,XLMUSDT,1.4071561563736107e-7,1732060799999,1745020799999,150,50,11461.248317412612,10218.98236652606,"[2.0, 10]",0.026932091048423423,0.11360211235228974,4
42,ARBUSDT,ICPUSDT,1.7918348707688223e-7,1732060799999,1745020799999,150,50,11080.91904031682,9192.527741937622,"[2.0, 30]",0.0956929074567638,-0.09865667012457685,4
43,ALPINEUSDT,RPLUSDT,2.550167129524907e-7,1732060799999,1745020799999,150,50,12109.363635360005,13340.326276980448,"[2.0, 30]",0.06260035536469215,0.25309695506978347,4
44,BONKUSDT,MANAUSDT,2.7238205150674e-7,1732060799999,1745020799999,150,50,14452.23231997204,8484.12381020672,"[2.0, 60]",0.14110558020201172,-0.1358390128180461,4
45,C98USDT,OGNUSDT,3.0152657550762085e-7,1732060799999,1745020799999,150,50,12501.595968207284,9988.175707707409,"[2.0, 130]",0.11497928321431315,0.003430792918642451,4
46,USDTDAI,VANAUSDT,3.2361990938788516e-7,1732060799999,1745020799999,150,50,12264.69995885165,10231.859231031873,"[2.0, 10]",0.08205494441926178,0.04623613417427985,4
47,SANDUSDT,SHIBUSDT,3.3158274880857974e-7,1732060799999,1745020799999,150,50,10666.745023572232,10139.161742264723,"[2.0, 130]",0.02450973900533292,0.02626932623932357,4
48,JUVUSDT,USTCUSDT,3.4282068296316416e-7,1732060799999,1745020799999,150,50,15076.15099896594,10000,"[2.0, 130]",0.15101226448177557,-Infinity,4
49,GRTUSDT,POLUSDT,4.3735472620185523e-7,1732060799999,1745020799999,150,50,11369.079490602577,9463.818603784155,"[2.0, 20]",0.09298462588697841,-0.10869557462943068,4
