,Asset 1,Asset 2,p-value,Start Time,End Time,Train Days,Test Days,Train Wallet,Test Wallet,Parameters,Train Sharpe Ratio,Test Sharpe Ratio,Backtesting_Period
0,AVAUSDT,MEUSDT,3.9567071805469616e-13,1732060799999,1745020799999,150,50,9950.270878649864,10955.989643807125,"[2.0, 50]",-0.33347643404970945,0.11549420034852009,4
1,IQUSDT,TUSDT,1.0398732767432282e-12,1732060799999,1745020799999,150,50,14565.768467458007,10877.785583931993,"[2.0, 50]",0.11128571453746401,0.25245659352194355,4
2,JSTUSDT,KAIAUSDT,2.0960363682209725e-12,1732060799999,1745020799999,150,50,10864.131617244231,12272.882215270469,"[2.0, 50]",0.08265395720007579,0.25274006259805537,4
3,FLOKIUSDT,ONEUSDT,1.6472064099954348e-11,1732060799999,1745020799999,150,50,11121.829996787368,8984.98257483202,"[2.0, 50]",0.04105302844406818,-0.18074706860212528,4
4,ANIMEUSDT,SPELLUSDT,3.0414436173710303e-11,1732060799999,1745020799999,150,50,10000,7667.308307534357,"[2.0, 50]",-Infinity,-0.18185745160278674,4
5,MEUSDT,UTKUSDT,4.82703093801074e-11,1732060799999,1745020799999,150,50,10106.725958829587,10863.61837622734,"[2.0, 50]",-0.0059315904526297545,0.1272542328108575,4
6,DASHUSDT,JSTUSDT,1.528002749710061e-10,1732060799999,1745020799999,150,50,9962.224930139186,10813.04403456584,"[2.0, 50]",0.007065463730070349,0.2111795133597436,4
7,1000CATUSDT,ZENUSDT,1.5929388209099895e-10,1732060799999,1745020799999,150,50,9952.642528651726,11098.044753258862,"[2.0, 50]",-0.3411682341238874,0.12818462724597351,4
8,ANIMEUSDT,SKLUSDT,1.6598433502783376e-10,1732060799999,1745020799999,150,50,10000,9918.7364764977,"[2.0, 50]",-Infinity,-0.006241828092745157,4
9,KSMUSDT,OGNUSDT,2.2081543784314343e-10,1732060799999,1745020799999,150,50,12298.759717718194,11537.92561362435,"[2.0, 50]",0.09510001186318855,0.16264367978422045,4
10,TRUMPUSDT,VTHOUSDT,2.3120534809439506e-10,1732060799999,1745020799999,150,50,10000,10247.964024669705,"[2.0, 50]",-Infinity,0.08830154980660507,4
11,1MBABYDOGEUSDT,ACXUSDT,2.314221327071035e-10,1732060799999,1745020799999,150,50,9812.05047355185,9797.198453044308,"[2.0, 50]",-0.07639361657563762,-0.03868835394854697,4
12,KSMUSDT,MAVUSDT,5.86360168881256e-10,1732060799999,1745020799999,150,50,14666.005551006176,10489.452012368522,"[2.0, 50]",0.144733159317566,0.17390908611485822,4
13,BAKEUSDT,JUVUSDT,6.427521678729937e-10,1732060799999,1745020799999,150,50,16791.913661740215,10740.698013578276,"[2.0, 50]",0.0934674260945623,0.2211932064476138,4
14,FLOKIUSDT,SANDUSDT,1.3970931173240608e-9,1732060799999,1745020799999,150,50,12994.423337719005,8983.851503390655,"[2.0, 50]",0.10830456586815641,-0.1426378377779701,4
15,GMTUSDT,SCRTUSDT,2.320744190500073e-9,1732060799999,1745020799999,150,50,7608.801094539003,11654.292891298044,"[2.0, 50]",-0.045331760774734366,0.2217001815032586,4
16,MEUSDT,PIVXUSDT,4.8798698500313315e-9,1732060799999,1745020799999,150,50,10474.802984699403,11415.1322558683,"[2.0, 50]",0.06205233159466031,0.17761921478800283,4
17,BSWUSDT,VOXELUSDT,4.982465236426316e-9,1732060799999,1745020799999,150,50,12197.837562638391,14176.4028726158,"[2.0, 50]",0.08710423866626026,0.14579356046518727,4
18,TRUMPUSDT,YFIUSDT,6.092830648704543e-9,1732060799999,1745020799999,150,50,10000,11472.041339454463,"[2.0, 50]",-Infinity,0.22324897812228076,4
19,ACEUSDT,KSMUSDT,7.977421327972732e-9,1732060799999,1745020799999,150,50,13674.897682915118,11163.61704872246,"[2.0, 50]",0.1306809439143164,0.13313726424349862,4
20,DOTUSDT,TRUUSDT,1.0132254091677578e-8,1732060799999,1745020799999,150,50,10773.19098933796,10125.579476055005,"[2.0, 50]",0.03036290743313132,0.020953380323576968,4
21,SANDUSDT,ZRXUSDT,1.1613543133556789e-8,1732060799999,1745020799999,150,50,8334.83143165425,9997.531801768491,"[2.0, 50]",-0.019728818953453884,-0.022615936294332496,4
22,DOGEUSDT,XLMUSDT,1.1700432568674446e-8,1732060799999,1745020799999,150,50,11322.256914513631,9384.523522363506,"[2.0, 50]",0.07304184802597194,-0.1052269231703639,4
23,ALPHAUSDT,KSMUSDT,1.3818672444953355e-8,1732060799999,1745020799999,150,50,12190.385992324313,10429.690994377606,"[2.0, 50]",0.0857615213926305,0.04308814708507855,4
24,LAZIOUSDT,MEUSDT,1.4920898353195357e-8,1732060799999,1745020799999,150,50,10329.732609034103,10607.306816026876,"[2.0, 50]",0.03204317850028907,0.07915256374809376,4
25,ARKMUSDT,DOTUSDT,1.8964321448846458e-8,1732060799999,1745020799999,150,50,8761.980357362805,10314.440995897321,"[2.0, 50]",-0.05118173785005987,0.050463066029746644,4
26,JSTUSDT,SANDUSDT,2.420487630388201e-8,1732060799999,1745020799999,150,50,7447.851389925209,11579.914798951711,"[2.0, 50]",-0.027164661229632583,0.16636370563586417,4
27,DOTUSDT,RDNTUSDT,3.2973853171243934e-8,1732060799999,1745020799999,150,50,11489.743950149576,10632.346706707072,"[2.0, 50]",0.0943496656275818,0.09341831089798576,4
28,BOMEUSDT,ONEUSDT,3.588171360063165e-8,1732060799999,1745020799999,150,50,10117.798351759335,9246.492329924471,"[2.0, 50]",0.006082074000483651,-0.05894607943585958,4
29,PENGUUSDT,ZENUSDT,3.7401766534854605e-8,1732060799999,1745020799999,150,50,10000,7230.593696928236,"[2.0, 50]",-Infinity,-0.1597005469508724,4
30,DASHUSDT,SUNUSDT,4.449562632360736e-8,1732060799999,1745020799999,150,50,10641.1654354475,10125.003991049693,"[2.0, 50]",0.023535802000794696,0.08063486459119547,4
31,LAZIOUSDT,MOVRUSDT,4.856417440934607e-8,1732060799999,1745020799999,150,50,11191.346369008563,11035.670217477173,"[2.0, 50]",0.07755718755291886,0.16283087091721352,4
32,CELOUSDT,DOTUSDT,5.288954053941277e-8,1732060799999,1745020799999,150,50,9386.495689563519,10552.243688763892,"[2.0, 50]",-0.033143647731873706,0.16969275624872052,4
33,MANAUSDT,ZRXUSDT,5.2969451908133316e-8,1732060799999,1745020799999,150,50,10846.161580223252,10386.782835468299,"[2.0, 50]",0.03166405913968329,0.11579820224526345,4
34,IQUSDT,TFUELUSDT,6.039472862155696e-8,1732060799999,1745020799999,150,50,13107.142867405231,10658.706652698316,"[2.0, 50]",0.146643396466541,0.12570718558354146,4
35,JUVUSDT,XVSUSDT,6.159150271588408e-8,1732060799999,1745020799999,150,50,10478.9987020033,10100.075448236628,"[2.0, 50]",0.020754157221888954,0.03304758244566686,4
36,CHRUSDT,TLMUSDT,6.513770746557037e-8,1732060799999,1745020799999,150,50,12029.314593209663,10146.985206506854,"[2.0, 50]",0.1689933506048816,0.03583135314870119,4
37,BOMEUSDT,SCRTUSDT,7.288411252152003e-8,1732060799999,1745020799999,150,50,10173.40412015375,9063.751975839612,"[2.0, 50]",0.011277358517244823,-0.043803907977837356,4
38,ICPUSDT,UMAUSDT,7.475217216997424e-8,1732060799999,1745020799999,150,50,10830.31495523109,9657.83824103839,"[2.0, 50]",0.04424723400907147,-0.19724226462906735,4
39,BTTCUSDT,TFUELUSDT,8.237986845408212e-8,1732060799999,1745020799999,150,50,13372.089786160872,10778.623558809984,"[2.0, 50]",0.19067379303201515,0.2319401988201512,4
40,STEEMUSDT,STGUSDT,8.748583880894714e-8,1732060799999,1745020799999,150,50,17440.268326458387,10531.294172634756,"[2.0, 50]",0.11579695722094063,0.20678402364355206,4
41,LSKUSDT,XLMUSDT,1.4071561563736107e-7,1732060799999,1745020799999,150,50,7226.655820282712,9950.365729063213,"[2.0, 50]",-0.05847676450111351,-0.08850882203189145,4
42,ARBUSDT,ICPUSDT,1.7918348707688223e-7,1732060799999,1745020799999,150,50,11762.901856729764,9361.437832147658,"[2.0, 50]",0.09938429581787024,-0.07138670140852323,4
43,ALPINEUSDT,RPLUSDT,2.550167129524907e-7,1732060799999,1745020799999,150,50,9845.722787676863,11842.663526241551,"[2.0, 50]",-0.006206599175695108,0.14019830023310667,4
44,BONKUSDT,MANAUSDT,2.7238205150674e-7,1732060799999,1745020799999,150,50,14339.120628082828,8634.750702937925,"[2.0, 50]",0.16745939783885053,-0.12733561394889728,4
45,C98USDT,OGNUSDT,3.0152657550762085e-7,1732060799999,1745020799999,150,50,10352.718442609252,11453.49526198747,"[2.0, 50]",0.051894401276077105,0.21476490527867112,4
46,USDTDAI,VANAUSDT,3.2361990938788516e-7,1732060799999,1745020799999,150,50,11663.5138047762,10091.08523469736,"[2.0, 50]",0.14282111646324205,0.012883738303288756,4
47,SANDUSDT,SHIBUSDT,3.3158274880857974e-7,1732060799999,1745020799999,150,50,6536.283434157,10071.531365290366,"[2.0, 50]",-0.06414935169992421,0.010916087667327686,4
48,JUVUSDT,USTCUSDT,3.4282068296316416e-7,1732060799999,1745020799999,150,50,13986.068923591856,10000,"[2.0, 50]",0.06516982335027093,-Infinity,4
49,GRTUSDT,POLUSDT,4.3735472620185523e-7,1732060799999,1745020799999,150,50,10150.13764330076,11623.040628744839,"[2.0, 50]",-0.0056075734130558,0.28844618702661645,4
