,Train Start Time,Train End Time,Train Wallet,Train Hodling Wallet,Train Portfolio Pairs,Test Start Time,Test End Time,Test Wallet,Test Hodling Wallet,Beat the Market
0,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,12303.098222930073,14364.752985473064,,2024-11-19 23:59:59.999000,2025-01-08 23:59:59.999000,9934.308731654954,10297.88717006972,false
1,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,14218.733110456844,16190.839136886996,,2025-01-08 23:59:59.999000,2025-02-27 23:59:59.999000,10102.041761369825,8911.0074088521,true
2,2024-09-30 23:59:59.999000,2025-02-27 23:59:59.999000,13001.70511237462,13376.251962217415,,2025-02-27 23:59:59.999000,2025-04-18 23:59:59.999000,10255.201467239292,9972.38886544905,true
3,2024-11-19 23:59:59.999000,2025-04-18 23:59:59.999000,12291.65841273446,9151.117653743404,,2025-04-18 23:59:59.999000,2025-06-07 23:59:59.999000,10072.712518514145,12507.638678520156,false
