,Asset 1,Asset 2,p-value,Start Time,End Time,Train Days,Test Days,Train Wallet,Test Wallet,Parameters,Train Sharpe Ratio,Test Sharpe Ratio,Backtesting_Period
0,AEURUSDT,EURIUSDT,3.1112254644796143e-10,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,10083.815374449934,9484.937499437621,"[0.5, 10]",-0.10268090173575344,-0.2275767446320398,1
1,ACAUSDT,BATUSDT,7.263026857258226e-9,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14845.850096266271,11754.706973804281,"[0.5, 40]",0.18279160168320688,0.10977028338864617,1
2,IOSTUSDT,SCRTUSDT,2.7893179827020955e-8,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,18298.02712370662,12167.08370096285,"[1.5, 100]",0.12087063029682138,0.16425468440251725,1
3,ALPHAUSDT,RADUSDT,8.472614360921171e-8,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,10439.681107182249,13181.259504324744,"[1.0, 40]",0.0995495697152859,0.3565126734901727,1
4,CTKUSDT,TNSRUSDT,1.2721946011751055e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16772.96977404792,10579.89559943247,"[2.0, 70]",0.20783400638153382,0.10593552072668622,1
5,RADUSDT,SLPUSDT,1.6935100690308007e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,24547.19407091391,11390.84640986663,"[0.5, 80]",0.29158626384481556,0.1264916095866275,1
6,CTSIUSDT,SCRTUSDT,2.3020741727663571e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,15803.192978502266,13980.797120714862,"[0.5, 30]",0.19949759136549886,0.1837797438425566,1
7,SLFUSDT,VICUSDT,2.687392784050806e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,10567.963832196012,11565.174446186184,"[0.5, 30]",0.04777400039114626,0.12728177789723338,1
8,ACAUSDT,FLOWUSDT,3.5888330457151983e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,18061.341361933282,9723.757098851873,"[1.5, 60]",0.17995391361128305,-0.009332375890185983,1
9,ACEUSDT,JASMYUSDT,4.011680208571183e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,17548.012950263008,8218.999312262362,"[0.5, 20]",0.20442342079410827,-0.06032789842995619,1
10,RADUSDT,TNSRUSDT,4.849035496693744e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14447.511154359134,11720.444439575662,"[2.0, 80]",0.14667428597782395,0.21742801125770644,1
11,PUNDIXUSDT,STRAXUSDT,7.105364884473391e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,17710.204798353258,9536.876968480954,"[0.5, 40]",0.25021981373279734,-0.017696528034118666,1
12,MOVRUSDT,RVNUSDT,8.886868480990482e-7,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14427.688206054167,10742.031546579048,"[1.5, 40]",0.24550299753208066,0.13891947085967102,1
13,LDOUSDT,XAIUSDT,0.0000012578624882441864,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,11473.48730359417,8335.807443926056,"[1.5, 130]",0.14734863257651812,-0.15508469481745982,1
14,KAVAUSDT,MTLUSDT,0.000001375900891876863,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14640.24709519028,10059.526247610731,"[2.0, 40]",0.21524476594406317,0.0048590315421989955,1
15,GLMRUSDT,KNCUSDT,0.0000019815928882768445,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16408.216038415685,11085.21479242033,"[0.5, 40]",0.27244020343989983,0.1083682516457151,1
16,CTKUSDT,LINKUSDT,0.000003642566929624082,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,18005.690023443418,9767.996239179543,"[1.5, 40]",0.2100943379106003,-0.027763534586324683,1
17,QKCUSDT,TONUSDT,0.000004666982458393902,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,10721.38840208516,10716.09397485746,"[1.5, 30]",0.05494601954334758,0.08276228573383888,1
18,GLMRUSDT,IOUSDT,0.000005448471373632737,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12482.929842549172,9916.730706376922,"[2.5, 40]",0.14942464947533843,0.000786151945162518,1
19,FXSUSDT,TRBUSDT,0.0000068066345581924005,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,21665.270663157415,8350.583741454575,"[0.5, 10]",0.1604092592994132,-0.12148329305432375,1
20,ETHFIUSDT,LISTAUSDT,0.000008030080426880616,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,11495.099840578938,12052.763577136137,"[0.5, 60]",0.10920282113716352,0.2046683922492853,1
21,HIVEUSDT,ZILUSDT,0.000008832064299047985,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12758.92994638114,7383.961975305681,"[1.5, 20]",0.1735490166607862,-0.09902592808287732,1
22,AMPUSDT,RENDERUSDT,0.000008923390568088593,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,11874.947657126953,7473.810942570911,"[1.5, 40]",0.15790918141814095,-0.15073310097543893,1
23,MTLUSDT,POLYXUSDT,0.000010548396861122049,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16353.684223706976,11423.151968043221,"[0.5, 60]",0.18295846250824258,0.19020842174166813,1
24,AMPUSDT,GLMRUSDT,0.00001229237521004337,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12587.934494947367,9924.165662059235,"[3.5, 40]",0.13791823742185594,0.001658126382261222,1
25,ARDRUSDT,SUIUSDT,0.000012489136272770676,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,19363.205805112815,8416.34858365819,"[0.5, 80]",0.1858208611821672,-0.1155278275618104,1
26,ALCXUSDT,SPELLUSDT,0.000012566357647768853,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13663.745645874937,10296.269741121121,"[1.5, 30]",0.16614549045037186,0.06978634211280837,1
27,CTSIUSDT,IOUSDT,0.000013221091479086988,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16968.16943487288,8246.859180705602,"[1.0, 10]",0.12422120721254641,-0.18977610210596907,1
28,IOUSDT,SNXUSDT,0.000013680464647380748,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13662.545134974209,10792.24689645111,"[0.5, 40]",0.1876964095134225,0.06908750370133816,1
29,AUDIOUSDT,FLMUSDT,0.00001442103484300229,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14896.023840637323,11108.433920892128,"[0.5, 50]",0.17335222697374272,0.16706562539797254,1
30,HOTUSDT,MOVRUSDT,0.00001709993191255718,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14962.432625147252,10767.468696126281,"[1.0, 60]",0.1870015544111115,0.07276067851238079,1
31,C98USDT,DEXEUSDT,0.000019373776991197946,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13451.154751890708,5993.1662019258,"[0.5, 30]",0.19101271034358236,-0.32522736504782757,1
32,DEXEUSDT,SNXUSDT,0.000020048992319513813,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13612.046579801301,6519.588369056334,"[0.5, 20]",0.22255273589738336,-0.17308146508752228,1
33,ONTUSDT,POLYXUSDT,0.000020676779294165097,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12579.71577486631,9799.136719678212,"[0.5, 70]",0.14310233716588952,-0.014519521712912457,1
34,HIGHUSDT,PYRUSDT,0.00002154651800749979,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,17709.158366656073,10021.660869561096,"[0.5, 10]",0.2394850559038612,0.003643101382837931,1
35,FARMUSDT,MOVRUSDT,0.000026743447977583548,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12119.464640408518,12737.769338392347,"[1.5, 100]",0.1480330949106744,0.15995601256672892,1
36,FILUSDT,KNCUSDT,0.000027510745073136762,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,11380.423107177849,12217.270045554487,"[2.0, 40]",0.1364850509499427,0.26985142963872666,1
37,COSUSDT,PHAUSDT,0.000029213798587834874,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,18972.88217581505,3807.0566483877565,"[0.5, 60]",0.25716287165692037,-0.13341507896711277,1
38,ATAUSDT,RADUSDT,0.00003121248894726665,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16497.258322481688,11114.084963058676,"[1.5, 50]",0.18105141658455343,0.10431817808563373,1
39,FISUSDT,GHSTUSDT,0.000039546313670838934,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,20097.812701938932,9207.456424006765,"[1.0, 40]",0.2297200539622463,-0.049231545282377644,1
40,IOSTUSDT,SANDUSDT,0.000040621248006677785,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,15700.465892615202,8118.442028690356,"[0.5, 60]",0.1990920454226528,-0.039714188433946855,1
41,KNCUSDT,SANDUSDT,0.00004065090794380822,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,11700.223051370656,12638.800304980956,"[2.5, 60]",0.16048848018658846,0.23100317709155135,1
42,STRAXUSDT,TUSDT,0.00004230945755047689,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13221.552529576422,10619.842645505756,"[0.5, 10]",0.20338935655320034,0.04980766715831965,1
43,COMPUSDT,FLMUSDT,0.00004356434032272258,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,16248.8552146567,12689.842976459373,"[0.5, 60]",0.1897442108836482,0.15591966596176368,1
44,LUNAUSDT,THETAUSDT,0.000045083219802862796,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13588.04122287265,10071.547400113219,"[1.5, 40]",0.180134257865601,0.012590476595577327,1
45,LISTAUSDT,XAIUSDT,0.00004834634120737373,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13777.416496703127,8795.78517036256,"[0.5, 40]",0.15789641731767354,-0.13710490513261428,1
46,JUVUSDT,LISTAUSDT,0.000051665406414996235,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,18768.873186544886,9986.70100123015,"[0.5, 10]",0.11602775415948155,0.007381779250528145,1
47,DYMUSDT,STXUSDT,0.00005621998288962908,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,14461.839522907292,11343.263486233367,"[0.5, 60]",0.1461845637534399,0.11158023369411665,1
48,USDTDAI,XRPUSDT,0.00005761770233079239,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,12896.09796348619,10000,"[2.5, 60]",0.10930502592378014,-Infinity,1
49,SPELLUSDT,ZILUSDT,0.00005889201532208793,2024-06-22 23:59:59.999000,2024-11-19 23:59:59.999000,150,50,13172.106853887843,10037.779071114423,"[0.5, 10]",0.13962516870138464,0.006427595212654194,1
0,BTCUSDT,WBTCUSDT,5.391441737024825e-12,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,10167.783149617242,10039.46346546301,"[0.5, 30]",0.027240159033879798,-0.07270237163076883,2
1,APEUSDT,LUMIAUSDT,4.6544515403145904e-10,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,13672.11770072392,10223.509918964965,"[1.5, 10]",0.10734584331776799,0.03556890931403967,2
2,PROMUSDT,RADUSDT,3.805989865177988e-9,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,17620.095784336994,8142.903020904266,"[0.5, 10]",0.20295471433979512,-0.1618219605348808,2
3,QTUMUSDT,WAXPUSDT,6.04915431976674e-9,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,13698.507057927742,10423.028638240117,"[2.0, 70]",0.15034904525858472,0.04328531408435385,2
4,AIUSDT,STEEMUSDT,7.016300845607602e-9,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,49379.9308992903,9880.648469920194,"[0.5, 70]",0.26421299626300726,-0.0010392585066738328,2
5,MANAUSDT,ZRXUSDT,1.176622499308724e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,15317.027550361907,9851.080025488722,"[0.5, 10]",0.12711426419609273,-0.054293874833418784,2
6,HOTUSDT,MOVRUSDT,4.048145794086797e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,22106.79274692844,9330.087390508714,"[0.5, 80]",0.1812010841881162,-0.12299804134144124,2
7,ACAUSDT,XTZUSDT,6.814272135772771e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,31600.769504940505,9797.484023814222,"[0.5, 130]",0.23159729575692672,-0.016683464785041194,2
8,FISUSDT,RSRUSDT,7.477086246498131e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,23827.059064181598,9024.893018928864,"[0.5, 90]",0.11231606416484019,-0.10856423308518703,2
9,JSTUSDT,SANDUSDT,7.691033057781189e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,15760.773733604467,10000,"[3.5, 60]",0.1437092846637578,-Infinity,2
10,ALPHAUSDT,RADUSDT,8.51013425729776e-8,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,18869.49505091979,12984.797606801529,"[0.5, 40]",0.2066462482284291,0.3008790810830355,2
11,ANKRUSDT,TUSDT,1.3698290406200572e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,16669.60296710658,11307.925521389321,"[0.5, 10]",0.21427001601188195,0.20844671551653904,2
12,SANDUSDT,VETUSDT,1.4415110226315186e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,22428.79342875055,10006.357560827979,"[0.5, 130]",0.147373418444395,-0.009575378623147694,2
13,JSTUSDT,LTCUSDT,2.0479495694461517e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,18717.964423080062,8028.765431658388,"[0.5, 130]",0.14900660913695996,-0.17718210371816434,2
14,DASHUSDT,JSTUSDT,2.3224838465885629e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,18951.228540861506,10007.04828921383,"[0.5, 60]",0.13773375754493394,0.0007918784332436712,2
15,ACAUSDT,KSMUSDT,2.600134156990595e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,29615.632232535878,9858.725806444325,"[0.5, 120]",0.14009894228373612,-0.011256400667747983,2
16,KAVAUSDT,ONTUSDT,2.620256293796815e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,12255.517347869125,10100.931588543144,"[2.0, 70]",0.16958638909839607,0.0148192872532657,2
17,ARDRUSDT,SXPUSDT,3.7952102476504874e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,23784.850694672223,11725.254098547113,"[0.5, 70]",0.21463827535895008,0.28176952403335415,2
18,ARPAUSDT,WOOUSDT,5.012427080727705e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,22726.978755224805,9940.628799728735,"[0.5, 40]",0.26309456154132677,0.002926275849492539,2
19,DGBUSDT,VETUSDT,5.626106529957348e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,24759.17192757047,10531.309528862821,"[1.5, 100]",0.2549423555451689,0.08301592144250176,2
20,ALGOUSDT,SANDUSDT,5.93884669062652e-7,2024-08-11 23:59:59.999000,2025-01-08 23:59:59.999000,150,50,19696.074075240525,10000,"[3.0, 90]",0.1318122957865807,-Infinity,2
